City,Country,Wind Speed,Cloudiness,Max Temperature,Humidity,Lattitude,Longitude,Date
Zhigansk,RU,10.33,57,64.36,71,66.7697,123.3711,1627301293
Dali,CN,4.25,76,70.81,70,25.7,100.1833,1627301294
Alofi,NU,1.14,75,67.89,100,-19.0595,-169.9187,1627301294
Broken Hill,AU,14.85,2,52.84,52,-31.95,141.4333,1627301294
Coyhaique,CL,4.61,20,34.41,93,-45.5752,-72.0662,1627301295
Yellowknife,CA,5.01,91,53.33,87,62.456,-114.3525,1627301295
Hervey Bay,AU,5.95,92,58.03,63,-25.2986,152.8535,1627301295
Rørvik,NO,12.66,20,80.58,77,64.8621,11.2373,1627301296
Cururupu,BR,4.9,77,80.37,86,-1.8283,-44.8683,1627301228
Puri,IN,10.18,100,88.38,74,19.8,85.85,1627301296
George Town,MY,6.91,20,86.9,75,5.4112,100.3354,1627301296
Chaumont,FR,11.52,89,70.84,76,48.1167,5.1333,1627301017
Pisco,PE,3.44,1,56.01,82,-13.7,-76.2167,1627301297
Athabasca,CA,6.17,98,56.01,81,54.7169,-113.2854,1627301216
Lüderitz,NA,11.36,45,74.12,35,-26.6481,15.1594,1627301297
Oytal,KZ,8.75,0,103.01,11,42.9057,73.2697,1627301297
Codrington,AU,15.32,100,52.18,90,-38.2667,141.9667,1627301298
Bereket,TM,5.84,5,105.1,23,39.2446,55.5154,1627301298
Yilan,TW,1.3,100,89.08,99,24.757,121.753,1627301298
Nabire,ID,2.1,34,77.88,86,-3.3667,135.4833,1627301299
Mandalgovi,MN,8.88,97,63.77,70,45.7625,106.2708,1627301299
Okhotsk,RU,5.88,50,56.88,93,59.3833,143.3,1627301299
Leshukonskoye,RU,11.65,95,53.83,53,64.8989,45.7622,1627301300
Miragoâne,HT,4.18,87,80.26,76,18.4423,-73.0876,1627301300
Puerto Ayacucho,VE,3.09,100,73,97,5.6639,-67.6236,1627301301
Solnechnyy,RU,2.51,100,68.16,98,50.7214,136.6319,1627301301
Nikolskoye,RU,7.18,16,82.29,31,59.7035,30.7861,1627301301
Lorengau,PG,2.89,49,82.09,73,-2.0226,147.2712,1627301301
Rio Bananal,BR,1.54,0,73.65,61,-19.265,-40.3333,1627301302
Tinyahuarco,PE,2.35,7,30.9,84,-10.75,-76.3,1627301302
Saint-Philippe,RE,11.59,6,74.79,77,-21.3585,55.7679,1627301303
Rawson,AR,22.93,23,39.24,56,-43.3002,-65.1023,1627301303
Khatanga,RU,7.61,62,68.58,47,71.9667,102.5,1627301303
Soe,ID,5.3,34,62.01,82,-9.8607,124.284,1627301237
Cape Town,ZA,14.09,100,68.32,46,-33.9258,18.4232,1627301304
Arraial do Cabo,BR,12.66,0,75.06,60,-22.9661,-42.0278,1627301304
Uyemskiy,RU,15.66,40,59.05,55,64.4743,40.8524,1627301304
Bouca,CF,4.43,100,74.44,79,6.5105,18.2733,1627301305
Camacha,PT,10.36,40,74.53,78,33.0833,-16.3333,1627301305
Atuona,PF,23.47,42,77.14,74,-9.8,-139.0333,1627301305
La Unión,PE,7.27,31,64.62,88,-5.4,-80.75,1627301306
Alice Springs,AU,9.22,44,65.75,19,-23.7,133.8833,1627301061
Carnarvon,AU,14.97,90,69.87,79,-24.8667,113.6333,1627301306
Opuwo,NA,14.36,0,76.64,21,-18.0607,13.84,1627301306
Boyolangu,ID,5.35,44,72.82,88,-8.1181,111.8935,1627301307
Nyurba,RU,2.77,45,77.29,57,63.2842,118.3319,1627301307
Seoul,KR,3.78,10,85.51,48,37.5683,126.9778,1627301119
Valparaíso,CL,3.44,75,53.47,91,-33.0393,-71.6273,1627301107
Kamenka,RU,3.85,41,81.37,29,51.3223,42.7678,1627301308
Santa Marta,CO,3.04,84,81.99,78,11.2408,-74.199,1627301308
Padang,ID,1.03,77,84.25,82,-0.9492,100.3543,1627301308
Fairlie,GB,5.01,80,77.11,69,55.756,-4.8556,1627301309
Verkhnyaya Inta,RU,12.03,100,52.05,56,65.9811,60.3094,1627301309
El Salvador,SV,2.01,15,71.06,95,13.8333,-88.9167,1627301073
Port Shepstone,ZA,20.71,8,67.69,53,-30.7414,30.455,1627301309
Saldanha,ZA,19.57,84,67.96,45,-33.0117,17.9442,1627301310
Cori,IT,4,96,93.27,26,41.6444,12.9128,1627301310
Atar,MR,14.25,5,109.9,10,20.5169,-13.0499,1627301310
Tres Picos,MX,4.74,41,75.99,85,15.8667,-93.5333,1627301311
Tshikapa,CD,8.37,91,93.24,16,-6.4167,20.8,1627301311
Svobodnyy,RU,3.33,100,69.35,87,51.4,128.1333,1627301311
Sibolga,ID,0.4,69,79.75,82,1.7427,98.7792,1627301236
New Norfolk,AU,1.01,93,54.57,64,-42.7826,147.0587,1627301312
Vila Franca do Campo,PT,7.29,57,70.21,67,37.7167,-25.4333,1627301312
Severo-Kuril'sk,RU,6.33,69,58.41,93,50.6789,156.125,1627301312
Vardø,NO,19.04,89,53.8,81,70.3705,31.1107,1627301313
Saint-Augustin,CA,9.44,25,62.64,75,51.226,-58.6502,1627301313
Cabo San Lucas,MX,0,1,83.52,65,22.8909,-109.9124,1627301314
Kosh-Agach,RU,4.79,52,70.57,37,50,88.6667,1627301314
Camacupa,AO,7.96,55,75.63,19,-12.0167,17.4833,1627301314
Kiryat Gat,IL,14.76,1,93.4,45,31.61,34.7642,1627301314
Kendari,ID,1.3,32,74.3,82,-3.945,122.4989,1627301315
Deputatsky,RU,4,100,50.2,89,69.3,139.9,1627301315
Ustka,PL,12.1,100,75.61,61,54.5805,16.8619,1627301315
Tabou,CI,9.48,91,79.5,68,4.423,-7.3528,1627301316
Srednekolymsk,RU,9.1,1,47.14,62,67.45,153.6833,1627301316
Alma,CA,2.66,37,63.41,90,48.5501,-71.6491,1627301136
Dikson,RU,2.48,73,44.1,86,73.5069,80.5464,1627301316
Izberbash,RU,8.59,2,86.09,53,42.5696,47.8645,1627301317
Lavrentiya,RU,5.55,100,43.56,97,65.5833,-171,1627301317
Bud,US,3.94,79,74.21,96,39.447,-86.1758,1627301317
Rocha,UY,6.55,96,51.26,87,-34.4833,-54.3333,1627301318
Avarua,CK,13.8,75,77.05,88,-21.2078,-159.775,1627301318
Santa Maria,BR,0.67,100,65.23,86,-29.6842,-53.8069,1627301318
El Alto,PE,12.95,19,64.06,85,-4.2714,-81.2147,1627301319
Lata,PT,6.02,15,78.35,36,40.1629,-8.3327,1627301319
Nouadhibou,MR,20.29,1,69.76,84,20.931,-17.0347,1627301319
Egvekinot,RU,3.4,100,43.66,96,66.3167,-179.1667,1627301320
Ukhta,RU,7.7,91,59.58,51,63.5671,53.6835,1627301320
Tuktoyaktuk,CA,1.54,99,43.14,88,69.4541,-133.0374,1627301320
Ouésso,CG,3.76,84,93.31,34,1.6136,16.0517,1627301321
Gōtsuchō,JP,3.56,0,77.97,85,35,132.2167,1627301321
Iqaluit,CA,3.44,90,42.53,100,63.7506,-68.5145,1627301321
Kavieng,PG,5.84,32,81.86,73,-2.5744,150.7967,1627301322
Batemans Bay,AU,8.48,100,57.2,69,-35.7167,150.1833,1627301322
Poya,NC,7.61,45,64,79,-21.35,165.15,1627301322
Marawi,PH,4.79,100,71.89,87,7.9986,124.2928,1627301323
Saint-Joseph,RE,13.09,5,73.78,73,-21.3667,55.6167,1627301323
Juneau,US,0,75,52.84,95,58.3019,-134.4197,1627301321
Praia da Vitória,PT,9.04,56,75.76,76,38.7333,-27.0667,1627301323
San Patricio,US,4.85,61,81.84,96,28.017,-97.5169,1627301324
Grafton,US,1.01,1,73.51,92,42.207,-71.6856,1627301292
Shitanjing,CN,19.55,56,76.35,39,39.2342,106.3439,1627301324
Nishihara,JP,11.5,75,82.06,89,26.1842,127.7558,1627301324
Leningradskiy,RU,2.26,98,36.99,90,69.3833,178.4167,1627301325
Mahébourg,MU,12.64,16,73.26,69,-20.4081,57.7,1627301325
Ţaga,RO,7.49,45,86.32,37,46.95,24.05,1627301325
Okha,RU,5.57,98,63.55,91,53.5739,142.9478,1627301326
Osvaldo Cruz,BR,9.93,0,69.44,30,-21.7967,-50.8786,1627301326
Henties Bay,NA,15.99,0,83.41,27,-22.116,14.2845,1627301327
Tekeli,KZ,12.93,4,90.41,16,44.83,78.8239,1627301327
Ostrovnoy,RU,29.04,98,47.61,85,68.0531,39.5131,1627301327
Tuatapere,NZ,6.6,97,48.81,86,-46.1333,167.6833,1627301328
Pangody,RU,13.76,100,59,52,65.85,74.4859,1627301328
Rafaela,AR,7,0,48.06,66,-31.2503,-61.4867,1627301328
Mossamedes,AO,9.84,0,81.97,43,-15.1961,12.1522,1627301328
Batagay,RU,3.06,78,60.08,83,67.6333,134.6333,1627301329
Namatanai,PG,1.59,41,78.53,80,-3.6667,152.4333,1627301329
Hasaki,JP,32.23,100,75.6,83,35.7333,140.8333,1627301329
Gizo Government Station,SB,4.29,23,81.61,75,-8.103,156.8419,1627301330
Qinzhou,CN,7.85,52,84.76,78,21.95,108.6167,1627301330
Djibo,BF,14.34,93,93.85,42,14.1022,-1.6306,1627301330
Grand Gaube,MU,8.01,2,73.38,66,-20.0064,57.6608,1627301331
Srandakan,ID,8.25,52,76.06,81,-7.9386,110.2506,1627301331
Gorontalo,ID,4.45,89,76.01,90,0.5412,123.0595,1627301331
Verāval,IN,16.84,82,82.67,79,20.9,70.3667,1627301332
Zapolyarnyy,RU,13.04,97,52.88,59,69.4154,30.8136,1627301332
Lompoc,US,0,90,60.42,99,34.6391,-120.4579,1627301262
Leh,IN,9.86,70,83.28,20,34.1667,77.5833,1627301332
Muskegon Heights,US,0,20,71.94,86,43.2011,-86.239,1627301333
Tasiilaq,GL,0.16,0,46.56,81,65.6145,-37.6368,1627301333
Çorlu,TR,13.8,0,85.98,37,41.1592,27.8,1627301333
Pasinler,TR,15.43,20,88.79,13,39.9803,41.6764,1627301333
Yar-Sale,RU,2.51,99,60.93,51,66.8333,70.8333,1627301334
Mbuguni,TZ,12.19,91,81.63,25,-3.5667,36.95,1627301334
Tautira,PF,6.42,53,75.22,76,-17.7333,-149.15,1627301334
Parchim,DE,5.01,94,83.08,51,53.4263,11.8488,1627301335
Elizabeth City,US,3,1,80.02,90,36.2946,-76.2511,1627301163
La Rioja,ES,9.15,8,67.78,43,42.25,-2.5,1627301335
Barth,DE,3.62,100,75.63,80,54.3635,12.7249,1627301336
Salalah,OM,12.66,75,82.49,83,17.0151,54.0924,1627301336
Mnogovershinnyy,RU,3.89,100,63.52,95,53.9353,139.9242,1627301336
Odda,NO,11.99,83,75.78,53,60.0691,6.5457,1627301336
Stornoway,GB,5.75,75,64.92,77,58.2093,-6.3865,1627301337
Korgen,NO,1.92,21,81.93,45,66.0771,13.8153,1627301337
Port Hedland,AU,6.91,96,66.25,77,-20.3167,118.5667,1627301337
Ubari,LY,9.8,0,97.02,13,26.5921,12.7805,1627301338
Soyo,AO,9.73,83,77.94,68,-6.1349,12.3689,1627301338
Mount Gambier,AU,11.07,100,51.89,89,-37.8333,140.7667,1627301338
San Andrés,CO,9.22,75,80.62,89,12.5847,-81.7006,1627301338
Raalte,NL,12.73,93,77.11,71,52.3858,6.275,1627301339
Ahipara,NZ,15.48,53,54.86,77,-35.1667,173.1667,1627301339
Singarāyakonda,IN,19.6,57,98.28,35,15.25,80.0333,1627301339
Faanui,PF,11.52,54,78.42,75,-16.4833,-151.75,1627301332
Novomykolayivka,UA,9.31,7,89.85,33,47.9781,35.9102,1627301340
Somerville,US,1.01,20,75.02,92,42.3876,-71.0995,1627301340
Brekstad,NO,3.44,20,86.05,57,63.687,9.6654,1627301340
Dingle,PH,9.24,98,79.36,83,10.9995,122.6711,1627301341
Alekseyevka,RU,6.11,2,83.26,33,50.6309,38.6903,1627301341
Satānā,IN,15.61,96,79.12,73,20.5833,74.2,1627301341
Lakatoro,VU,11.81,68,78.3,84,-16.0999,167.4164,1627301342
Los Llanos de Aridane,ES,14.97,20,73.15,85,28.6585,-17.9182,1627301342
Ossora,RU,6.85,92,57.6,94,59.2353,163.0719,1627301342
Diego de Almagro,CL,2.19,0,46.62,61,-26.3667,-70.05,1627301343
Alihe,CN,2.73,100,63.09,98,50.5667,123.7167,1627301343
Dubti,ET,8.63,82,90.75,37,11.7361,41.0853,1627301344
Mīnāb,IR,10.58,28,103.5,35,27.1467,57.0801,1627301344
Tilichiki,RU,4.63,100,51.78,99,60.4667,166.1,1627301344
Caravelas,BR,3.96,44,74.46,70,-17.7125,-39.2481,1627301345
Hohhot,CN,10.27,88,72.73,53,40.8106,111.6522,1627301345
Baykit,RU,6.96,71,86.5,37,61.67,96.37,1627301346
Zhangye,CN,10.33,81,86.47,15,38.9342,100.4517,1627301346
Kupang,ID,3.44,20,77.58,78,-10.1667,123.5833,1627301346
Barra de Tecoanapa,MX,5.03,98,76.93,91,16.5167,-98.75,1627301346
São João da Barra,BR,8.75,0,71.69,68,-21.6403,-41.0511,1627301347
Comodoro Rivadavia,AR,22.35,45,39.7,55,-45.8667,-67.5,1627301072
Qaqortoq,GL,3.49,84,54.1,47,60.7167,-46.0333,1627301348
Palmer,US,0,75,73.42,86,42.1584,-72.3287,1627301348
Rembang,ID,7.2,3,78.24,73,-6.707,111.3498,1627301348
Chicama,PE,3.2,7,63.14,89,-7.8447,-79.1469,1627301349
Atlantic City,US,4.61,20,78.84,91,39.3643,-74.4229,1627301349
Kholodnyy,RU,4.38,100,48.67,90,62.7167,147.95,1627301349
Kawalu,ID,2.42,19,70.14,95,-7.3817,108.2082,1627301350
Camocim,BR,13.11,63,83.8,55,-2.9022,-40.8411,1627301350
Avera,US,1.19,27,76.71,83,33.194,-82.5271,1627301350
Pangnirtung,CA,0,90,48.2,93,66.1451,-65.7125,1627301351
Strezhevoy,RU,15.41,100,53.58,95,60.7333,77.5889,1627301351
Hakkâri Province,TR,13.8,20,91.18,19,37.5833,44.1667,1627301351
Tiksi,RU,15.14,98,41.79,92,71.6872,128.8694,1627301352
Airai,TL,2.37,34,57.13,89,-8.9266,125.4092,1627301352
Pontal do Paraná,BR,2.73,1,78.73,59,-25.6533,-48.5128,1627301071
Barentu,ER,9.1,96,75.27,73,15.1139,37.5928,1627301352
Bitkine,TD,4,96,83.64,58,11.9801,18.2138,1627301353
Porterville,US,4.61,1,81.16,38,36.0652,-119.0168,1627301275
Banda Aceh,ID,13.58,98,82.6,76,5.5577,95.3222,1627301353
Liyang,CN,8.88,100,78.03,92,29.7057,118.2862,1627301354
Bengkulu,ID,5.77,22,79.61,70,-3.8004,102.2655,1627301166
Conakry,GN,9.51,84,79.75,80,9.538,-13.6773,1627301246
Sivas Province,TR,14.97,40,79.43,47,39.7916,37.0019,1627301354
Kudeyevskiy,RU,6.04,73,72.63,35,54.8758,56.7567,1627301354
Kouroussa,GN,4.21,100,78.13,78,10.65,-9.8833,1627301355
Mananjary,MG,6.71,95,69.42,69,-21.2167,48.3333,1627301355
Kalat,PK,12.26,69,92.61,11,29.0225,66.5916,1627301355
Kavaratti,IN,19.37,98,81.75,80,10.5669,72.642,1627301356
Ust'-Uda,RU,2.57,74,75.36,49,54.1742,103.0304,1627301356
Rāzole,IN,4,79,89.89,67,16.4833,81.8333,1627301356
Abu Samrah,SY,9.78,0,100.2,18,35.3029,37.1841,1627301357
Hambantota,LK,14.97,78,86.34,66,6.1241,81.1185,1627301357
Nome,US,9.22,90,48.27,93,64.5011,-165.4064,1627301358
Powell River,CA,4.47,3,63.34,88,49.8496,-124.5361,1627301358
Bonavista,CA,7.4,85,56.12,88,48.6499,-53.1147,1627301358
Monte Alegre,BR,4.74,34,79.65,63,-2.0078,-54.0692,1627301358
Juruti,BR,6.15,12,80.82,59,-2.1522,-56.0922,1627301359
Khovd,MN,2.98,97,70.45,48,48.0056,91.6419,1627301359
Beaverlodge,CA,5.19,66,47.28,89,55.2166,-119.4361,1627301360
Épernay,FR,10.29,88,71.71,83,49.05,3.95,1627301243
Thompson,CA,0,20,37.56,93,55.7435,-97.8558,1627301067
Goderich,CA,6.58,0,69.91,81,43.7501,-81.7165,1627301360
Adana Province,TR,14.97,0,99.12,42,36.985,35.2881,1627301361
Moranbah,AU,9.46,3,56.3,36,-22.0016,148.0466,1627301361
General Pico,AR,5.59,88,43.48,72,-35.6566,-63.7568,1627301361
Cherskiy,RU,11.65,0,40.48,74,68.75,161.3,1627301362
Nelipyno,UA,10.2,28,88.68,43,48.561,23.0315,1627301362
Kapoeta,SS,12.03,96,81.59,46,4.7717,33.5903,1627301362
Arica,CL,4.61,90,61.03,82,-18.475,-70.3042,1627301363
Polyarny,RU,17.74,99,50.47,76,69.1989,33.4478,1627301363
Santa Cruz de la Sierra,BO,9.22,53,67.46,88,-17.8,-63.1667,1627301363
Lázaro Cárdenas,MX,4.72,90,78.01,91,17.9583,-102.2,1627301364
Luganville,VU,8.57,52,78.01,86,-15.5333,167.1667,1627301364
Suluktu,KG,6.93,0,92.68,12,39.9337,69.57,1627301364
Provideniya,RU,2.8,100,48.6,97,64.3833,-173.3,1627301365
Orange Cove,US,5.75,1,84.29,50,36.6244,-119.3137,1627301365
Ayr,GB,12.66,75,77.2,77,55.4627,-4.6339,1627301365
Navolato,MX,4.09,100,78.98,89,24.7672,-107.6944,1627301366
Dul'durga,RU,4.03,72,60.28,88,50.6761,113.5931,1627301366
Pimentel,PE,1.99,20,63,87,-6.8367,-79.9342,1627301366
Talcahuano,CL,11.5,0,40.68,81,-36.7167,-73.1167,1627301367
Rio Grande,BR,11.9,100,57.94,93,-32.035,-52.0986,1627301367
Cancún,MX,0,40,75.13,94,21.1743,-86.8466,1627301192
Najrān,SA,18.23,86,96.31,18,17.4924,44.1277,1627301367
Conceição do Araguaia,BR,7.83,42,82.45,40,-8.2578,-49.2647,1627301368
Shache,CN,9.69,0,102.87,12,38.4167,77.2406,1627301368
Ukiah,US,3.44,1,73.65,66,39.1502,-123.2078,1627301369
Halmstad,SE,9.22,0,80.8,63,56.6745,12.8568,1627301369
Harper,LR,9.78,97,79.29,69,4.375,-7.7169,1627301369
Worland,US,0,1,78.8,33,44.0169,-107.9554,1627301072
Gemena,CD,5.57,85,89.08,45,3.25,19.7667,1627301370
Boshnyakovo,RU,6.22,100,67.78,90,49.6333,142.1667,1627301370
Belmonte,BR,5.35,39,72.1,78,-15.8631,-38.8828,1627301370
Turukhansk,RU,5.75,100,85.32,44,65.8167,87.9833,1627301371
Razvilnoye,RU,15.55,54,90.57,23,46.2387,41.2987,1627301371
San Quintín,MX,3.87,90,65.17,92,30.4833,-115.95,1627301371
Jadu,LY,5.5,0,94.46,13,31.953,12.0261,1627301372
Halifax,CA,3,90,67.41,95,44.6453,-63.5724,1627301140
Oranjemund,NA,7.72,100,77.22,25,-28.55,16.4333,1627301372
Tías,ES,23.02,40,74.95,73,28.9611,-13.645,1627301372
Talnakh,RU,4.72,99,71.22,69,69.4865,88.3972,1627301306
